brand,model,network_technology,t2G_bands,t3G_bands,t4G_bands,network_speed,GPRS,EDGE,announced,status,dimentions,weight_g,weight_oz,SIM,display_type,display_resolution,display_size,OS,CPU,Chipset,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,loud_speaker,audio_jack,WLAN,bluetooth,GPS,NFC,radio,USB,sensors,battery,colors,approx_price,img_url,N/A
Panasonic,P55 Novo,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100 ,LTE band 3(1800)| 5(850)| 40(2300),HSPA  LTE,Yes,Yes,2016  November,Available. Released 2016  November,147.9 x 73.8 x 8.2 mm (5.82 x 2.91 x 0.32 in),155,5.47,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.5 inches (~76.4% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),Android 6.0 (Marshmallow),Octa-core 1.3 GHz,N/A,N/A,microSD  up to 32 GB (dedicated slot),16 GB,3 GB RAM,13 MP| autofocus| tripple-LED flash,5 MP| LED flash,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP,Yes with A-GPS,N/A,FM radio| RDS,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 2500 mAh battery,Champagne Gold| Smoke Grey/Midnight Blue,100,http://cdn2.gsmarena.com/vv/bigpic/panasonic-p55-novo.jpg,N/A
Panasonic,P77,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,LTE band 3(1800)| 5(850)| 40(2300),HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2016  September,Available. Released 2016  September,143 x 72 x 7.6 mm (5.63 x 2.83 x 0.30 in),126,4.44,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~66.9% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 5.1 (Lollipop),Quad-core 1.0 GHz Cortex-A53,Mediatek MT6735P,Mali-T720MP2,microSD  up to 32 GB (uses SIM 2 slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP,Yes with A-GPS,N/A,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Po 2000 mAh battery,White| Gray,100,http://cdn2.gsmarena.com/vv/bigpic/panasonic-p77.jpg,N/A
Panasonic,Eluga Tapp,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,LTE band 3(1800)| 5(850)| 40(2300),HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2016  October,Available. Released 2016  October,143 x 71 x 8.2 mm (5.63 x 2.80 x 0.32 in),138,4.87,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~67.9% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 6.0 (Marshmallow),Quad-core 1.25 GHz,N/A,N/A,microSD  up to 32 GB,16 GB,2 GB RAM,8 MP| autofocus| LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP,Yes with A-GPS,N/A,FM radio,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| proximity,Li-Ion 2800 mAh battery,Champagne Gold| Silver Gray,150,http://cdn2.gsmarena.com/vv/bigpic/panasonic-eluga-tapp.jpg,N/A
Panasonic,Eluga Arc 2,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,LTE band 3(1800)| 5(850)| 40(2300),HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2016  August,Available. Released 2016  August,144 x 72 x 7.6 mm (5.67 x 2.83 x 0.30 in),147,5.19,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~66.5% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 6.0 (Marshmallow),Quad-core 1.3 GHz,N/A,N/A,microSD  up to 256 GB (uses SIM 2 slot),32 GB,3 GB RAM,8 MP| autofocus| LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP,Yes with A-GPS,N/A,FM radio| RDS,microUSB 2.0,Accelerometer| proximity,Li-Ion 2450 mAh battery,Gold| Rose Gold,200,http://cdn2.gsmarena.com/vv/bigpic/panasonic-eluga-arc2.jpg,N/A
Panasonic,Eluga Note,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,LTE band 3(1800)| 5(850)| 40(2300),HSPA  LTE,Yes,Yes,2016  July,Available. Released 2016  July,146 x 74.5 x 8.2 mm (5.75 x 2.93 x 0.32 in),142,5.01,Dual SIM,LTPS IPS LCD capacitive touchscreen  16M colors,5.5 inches (~76.7% screen-to-body ratio),1080 x 1920 pixels (~401 ppi pixel density),Android 6.0.1 (Marshmallow),Octa-core 1.3 GHz,N/A,N/A,microSD  up to 32 GB (dedicated slot),32 GB,3 GB RAM,16 MP| f/1.9| autofocus| triple-LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| DLNA| hotspot,4.0| A2DP,Yes with A-GPS,N/A,FM radio| RDS,microUSB 2.0,Accelerometer| proximity,Li-Po 3000 mAh battery,Champagne Gold,170,http://cdn2.gsmarena.com/vv/bigpic/panasonic-eluga-note.jpg,N/A
Panasonic,Eluga A2,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,LTE band 3(1800)| 40(2300),HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2016  April,Available. Released 2016  April,143.8 x 72 x 8.9 mm (5.66 x 2.83 x 0.35 in),167.5,5.93,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~66.6% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 5.1 (Lollipop),Quad-core 1.0 GHz Cortex-A53,Mediatek MT6735M,Mali-T720MP2,microSD  up to 256 GB (dedicated slot),16 GB,3 GB RAM,8 MP| autofocus| LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 a/b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP,Yes with A-GPS,N/A,FM radio,microUSB 2.0,Accelerometer| proximity,Li-Ion 4000 mAh battery,Gold| Silver,150,http://cdn2.gsmarena.com/vv/bigpic/panasonic-eluga-a2.jpg,N/A
Panasonic,Eluga I3,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,LTE band 3(1800)| 5(850)| 40(2300),HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2016  April,Available. Released 2016  May,151 x 77 x 8.2 mm (5.94 x 3.03 x 0.32 in),N/A,N/A,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.5 inches (~71.7% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),Android 5.1 (Lollipop),Quad-core 1.3 GHz,N/A,N/A,microSD  up to 32 GB (dedicated slot),16 GB,2 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 a/b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP,Yes with A-GPS,N/A,FM radio| RDS,microUSB 2.0,Accelerometer| proximity,Li-Ion 2700 mAh battery,Rose Gold| Champagne Gold| Marine Blue,150,http://cdn2.gsmarena.com/vv/bigpic/panasonic-eluga-i3.jpg,N/A
Panasonic,Eluga I2 (2016),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,LTE band 3(1800)| 5(850)| 40(2300),HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2016  May,Available. Released 2016  May,144.2 x 71.2 x 8.8 mm (5.68 x 2.80 x 0.35 in),N/A,N/A,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~67.1% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 5.1 (Lollipop),Quad-core 1.0 GHz,N/A,N/A,microSD  up to 32 GB (dedicated slot),16 GB,2 GB or 3 GB RAM,8 MP| autofocus| LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP,Yes with A-GPS,N/A,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 2000 mAh battery,Metallic Silver| Metallic Gold| Metallic Grey,130,http://cdn2.gsmarena.com/vv/bigpic/panasonic-eluga-i2-2016.jpg,N/A
Panasonic,P66,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100 ,N/A,HSPA,Yes,Yes,2016  February,Available. Released 2016  February,142.4 x 70.9 x 8.4 mm (5.61 x 2.79 x 0.33 in),155,5.47,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~68.3% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 5.1 (Lollipop),Quad-core 1.3 GHz,N/A,N/A,microSD  up to 32 GB (dedicated slot),16 GB,2 GB RAM,8 MP| autofocus| LED flash,5 MP| LED flash,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,2.1| A2DP,Yes with A-GPS,N/A,FM radio| RDS,microUSB 2.0,Accelerometer| proximity,Li-Ion 3200 mAh battery,Rose Gold| Russet Brown & Electric Blue,110,http://cdn2.gsmarena.com/vv/bigpic/panasonic-p66.jpg,N/A
Panasonic,Eluga Turbo,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 3(1800)| 5(850)| 40(2300),HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2016  January,Available. Released 2016  January,142.4 x 71.2 x 6.9 mm (5.61 x 2.80 x 0.27 in),145,5.11,Dual SIM (Nano-SIM/ Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.0 inches (~68.0% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 5.1 (Lollipop),Octa-core 1.5 GHz Cortex-A53,Mediatek MT6753,Mali-T720MP3,microSD  up to 32 GB (uses SIM 2 slot),32 GB,3 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 a/b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP,Yes with A-GPS,N/A,FM radio| RDS,microUSB 2.0,Accelerometer| proximity,Non-removable Li-Ion 2350 mAh battery,Marine Blue| Champagne Gold| Rose Gold,140,http://cdn2.gsmarena.com/vv/bigpic/panasonic-eluga-turbo.jpg,N/A
Panasonic,T50,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,N/A,HSPA,Yes,Yes,2016  March,Available. Released 2016  March,131.7 x 66.3 x 8.8 mm (5.19 x 2.61 x 0.35 in),N/A,N/A,Dual SIM,IPS LCD capacitive touchscreen  16M colors,4.5 inches (~63.9% screen-to-body ratio),480 x 854 pixels (~218 ppi pixel density),Android 5.1 (Lollipop),Quad-core 1.3 GHz,N/A,N/A,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,5 MP| autofocus| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,N/A,FM radio,microUSB 2.0,Accelerometer| proximity,Li-Ion 1600 mAh battery,Midnight Blue| Rose Gold| Champagne Gold,70,http://cdn2.gsmarena.com/vv/bigpic/panasonic-t50.jpg,N/A
Panasonic,Eluga Mark,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 7(2600)| 8(900)| 20(800)| 40(2300),HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2015  December,Available. Released 2015  December,152 x 77 x 8.2 mm (5.98 x 3.03 x 0.32 in),145,5.11,Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.5 inches (~71.3% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),Android 5.1 (Lollipop),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Qualcomm MSM8939 Snapdragon 615,Adreno 405,microSD  up to 32 GB (dedicated slot),16 GB,2 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.1| A2DP,Yes with A-GPS,N/A,FM radio,microUSB 2.0,Fingerprint (rear-mounted)| accelerometer| gyro| proximity,Non-removable Li-Ion 2500 mAh battery,Royal Gold| Metallic Grey,200,http://cdn2.gsmarena.com/vv/bigpic/panasonic-eluga-mark.jpg,N/A
Panasonic,Eluga Switch,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 7(2600)| 8(900)| 20(800),HSPA  LTE,Yes,Yes,2015  September,Available. Released 2015  October,152.7 x 75.1 x 7.4 mm (6.01 x 2.96 x 0.29 in),141,4.97,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.5 inches (~72.7% screen-to-body ratio),1080 x 1920 pixels (~401 ppi pixel density),Android 5.0 (Lollipop),N/A,Qualcomm MSM8936 Snapdragon 610,Adreno 405,No,32 GB,2 GB RAM,13 MP| autofocus| LED flash,8 MP,Yes dual speakers,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.1| A2DP,Yes with A-GPS,N/A,FM radio| RDS,microUSB 2.0,Accelerometer| gyro| proximity| compass,Non-removable Li-Ion 2910 mAh battery,Gunmetal Grey,270,http://cdn2.gsmarena.com/vv/bigpic/panasonic-eluga-switch.jpg,N/A
Panasonic,Eluga L2,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 , LTE,HSPA  LTE,Yes,Yes,2015  August,Available. Released 2015  August,-,N/A,N/A,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.5 inches,-,Android 5.1 (Lollipop),Quad-core 1.0 GHz,N/A,N/A,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,N/A,FM radio,microUSB 2.0,Accelerometer| proximity,Non-removable Li-Ion 2500 mAh battery,Black| Gray,140,http://cdn2.gsmarena.com/vv/bigpic/panasonic-eluga-l2.jpg,N/A
Panasonic,Eluga I2,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 , LTE,HSPA  LTE,Yes,Yes,2015  August,Available. Released 2015  August,-,N/A,N/A,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches,720 x 1280 pixels (~294 ppi pixel density),Android 5.1 (Lollipop),Quad-core 1.0 GHz,N/A,N/A,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,N/A,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 2000 mAh battery,Gold| Silver| Gray,120,http://cdn2.gsmarena.com/vv/bigpic/panasonic-eluga-i2.jpg,N/A
Panasonic,T45,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 , LTE 700 / 800 / 900 / 1700 / 1900 / 2300 / 2600,HSPA  LTE,Yes,Yes,2015  August,Available. Released 2015  August,130.6 x 65.3 x 9.5 mm (5.14 x 2.57 x 0.37 in),N/A,N/A,Dual SIM,IPS LCD capacitive touchscreen  16M colors,4.5 inches (~65.4% screen-to-body ratio),480 x 854 pixels (~218 ppi pixel density),Android 5.1 (Lollipop),Quad-core 1.0 GHz Cortex-A53,Mediatek MT6735M,Mali-T720MP2,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,5 MP| autofocus| LED flash,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,N/A,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Po 1800 mAh battery,White| Black,100,http://cdn2.gsmarena.com/vv/bigpic/panasonic-t45.jpg,N/A
Panasonic,Eluga Icon,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 , LTE,HSPA  LTE,Yes,Yes,2015  August,Available. Released 2015  August,152.3 x 76.4 x 8 mm (6.00 x 3.01 x 0.31 in),147,5.19,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.5 inches (~71.7% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),Android 4.4.2 (KitKat),Octa-core 1.5 GHz,N/A,N/A,microSD  up to 32 GB (dedicated slot),16 GB,2 GB RAM,13 MP| autofocus| LED flash,8 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP,Yes with A-GPS,N/A,FM radio,microUSB 2.0| USB Host,Accelerometer| proximity,Non-removable Li-Ion 3500 mAh battery,Black,160,http://cdn2.gsmarena.com/vv/bigpic/panasonic-eluga-icon.jpg,N/A
Panasonic,Eluga L 4G,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,LTE band 3(1800)| 40(2300),HSPA  LTE,Yes,Yes,2015  May,Available. Released 2015  May,142 x 71 x 6.1 mm (5.59 x 2.80 x 0.24 in),110,3.88,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~68.4% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 4.4.4 (KitKat),Quad-core 1.2 GHz Cortex-A53,Qualcomm MSM8916 Snapdragon 410,Adreno 306,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,N/A,FM radio| RDS,microUSB 2.0,Accelerometer| proximity,Non-removable Li-Ion 2000 mAh battery,Blue,190,http://cdn2.gsmarena.com/vv/bigpic/panasonic-eluga-l-4g.jpg,N/A
Panasonic,Eluga S mini,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,N/A,HSPA,Yes,Yes,2015  June,Available. Released 2015  June,137.5 x 68.4 x 9.5 mm (5.41 x 2.69 x 0.37 in),135,4.76,Dual SIM,IPS LCD capacitive touchscreen  16M colors,4.7 inches (~64.7% screen-to-body ratio),720 x 1280 pixels (~312 ppi pixel density),Android 4.4.2 (KitKat),Octa-core 1.4 GHz Cortex-A7,N/A,N/A,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP,Yes with A-GPS,N/A,FM radio,microUSB 2.0,Accelerometer,Non-removable Li-Po 1980 mAh battery,Black| White,130,http://cdn2.gsmarena.com/vv/bigpic/panasonic-eluga-s-mini.jpg,N/A
Panasonic,Eluga U2,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 , LTE 700 / 900 / 1800 / 2600,HSPA  LTE,Yes,Yes,2015  February,Available. Released 2015  February,141.5 x 71.3 x 8 mm (5.57 x 2.81 x 0.31 in),131,4.62,Micro-SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~68.3% screen-to-body ratio),1080 x 1920 pixels (~441 ppi pixel density),Android 5.0 (Lollipop),Quad-core 1.2 GHz Cortex-A53,Qualcomm MSM8916 Snapdragon 410,Adreno 306,microSD  up to 32 GB (dedicated slot),16 GB,2 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Yes,4.0| A2DP,Yes with A-GPS,N/A,To be confirmed,microUSB 2.0,Accelerometer| proximity| compass,Non-removable Li-Ion 2500 mAh battery,Black| White,220,http://cdn2.gsmarena.com/vv/bigpic/panasonic-eluga-u2.jpg,N/A
Panasonic,Eluga S,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,N/A,HSPA,Yes,Yes,2014  November,Available. Released 2014  November,141 x 71 x 7.9 mm (5.55 x 2.80 x 0.31 in),135,4.76,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~68.8% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 4.4.2 (KitKat),Octa-core 1.4 GHz,N/A,N/A,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP,Yes with A-GPS,N/A,FM radio| RDS,microUSB 2.0,Accelerometer| proximity,Non-removable Li-Ion 2100 mAh battery,Black| White,150,http://cdn2.gsmarena.com/vv/bigpic/panasonic-eluga-s.jpg,N/A
Panasonic,P61,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100 ,N/A,HSPA,Yes,Yes,2014  July,Available. Released 2014  July,162.7 x 83.8 x 8.2 mm (6.41 x 3.30 x 0.32 in),173.8,6.14,Dual SIM,IPS LCD capacitive touchscreen  16M colors,6.0 inches (~72.8% screen-to-body ratio),720 x 1280 pixels (~245 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.3 GHz,N/A,N/A,microSD  up to 32 GB (dedicated slot),16 GB,1 GB RAM,8 MP| autofocus| dual-LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP,Yes with A-GPS,N/A,FM radio| RDS,microUSB 2.0,Accelerometer| proximity,Non-removable Li-Ion 2800 mAh battery,Pearl White| Black,190,http://cdn2.gsmarena.com/vv/bigpic/panasonic-p61.jpg,N/A
Panasonic,T40,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100 ,N/A,HSPA,Yes,Yes,2014  October,Available. Released 2014  October,126 x 62.5 x 9 mm (4.96 x 2.46 x 0.35 in),117,4.13,Dual SIM,IPS LCD capacitive touchscreen  16M colors,4.0 inches (~57.8% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.3 GHz Cortex-A7,N/A,N/A,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,5 MP| autofocus| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP,Yes with A-GPS,N/A,FM radio| RDS,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 1500 mAh battery,White| Dark Grey| Bright Red,90,http://cdn2.gsmarena.com/vv/bigpic/panasonic-t40.jpg,N/A
Panasonic,P55,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,N/A,HSPA,Yes,Yes,2014  November,Available. Released 2014  November,149.7 x 77 x 7.9 mm (5.89 x 3.03 x 0.31 in),148,5.22,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.5 inches (~72.3% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.2 GHz,N/A,N/A,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP,Yes with A-GPS,N/A,FM radio| RDS,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 2500 mAh battery,Pearl White| Deep Blue,120,http://cdn2.gsmarena.com/vv/bigpic/panasonic-p55.jpg,N/A
Panasonic,Eluga I,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,N/A,HSPA,Yes,Yes,2014  November,Available. Released 2014  November,147.1 x 73.6 x 9 mm (5.79 x 2.90 x 0.35 in),155,5.47,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~63.7% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.3 GHz,N/A,N/A,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP,Yes with A-GPS,N/A,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Po 2000 mAh battery,Silver,140,http://cdn2.gsmarena.com/vv/bigpic/Panasonic-Eluga-I.jpg,N/A
Panasonic,Lumix Smart Camera CM1,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2, HSDPA, LTE,HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2014  September,Available. Released 2014  December,135.4 x 68 x 21.1 mm (5.33 x 2.68 x 0.83 in),204,7.2,Micro-SIM,Capacitive touchscreen  16M colors,4.7 inches (~66.1% screen-to-body ratio),1080 x 1920 pixels (~469 ppi pixel density),Android 4.4.2 (KitKat)| upgradable to 5.0 (Lollipop),Quad-core 2.3 GHz Krait 400,Qualcomm MSM8974AB Snapdragon 801,Adreno 330,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,20.1 MP| f/2.8| 28mm| Leica optics| autofocus| LED flash,1.1 MP,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| WiFi Direct| hotspot,4.0| A2DP| LE,Yes with A-GPS GLONASS,Yes,No,microUSB 2.0,Accelerometer| gyro| proximity| compass,Non-removable Li-Ion 2600 mAh battery,Black,830,http://cdn2.gsmarena.com/vv/bigpic/panasonic-lumix.jpg,N/A
Panasonic,Eluga A,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,N/A,HSPA,Yes,Yes,2014  August,Available. Released 2014  August,143.8 x 72 x 9.2 mm (5.66 x 2.83 x 0.36 in),115,4.06,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~66.5% screen-to-body ratio),480 x 854 pixels (~196 ppi pixel density),Android 4.3 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,Qualcomm Snapdragon 200,Adreno 302,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,8 MP| autofocus| LED flash,1.3 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,3.0| A2DP,Yes with A-GPS,N/A,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 2000 mAh battery,Black| White,120,http://cdn2.gsmarena.com/vv/bigpic/Panasonic-Eluga-A.jpg,N/A
